sensor_id,hour,n,avg_temp_raw,avg_temp_plausible
1,2004-03-24 01:00:00,38,122.15,
1,2004-03-24 02:00:00,7,122.15,
1,2004-03-24 03:00:00,6,122.15,
1,2004-03-24 04:00:00,12,122.15,
1,2004-03-24 05:00:00,12,122.15,
1,2004-03-24 06:00:00,11,122.15,
1,2004-03-24 07:00:00,9,122.15,
1,2004-03-24 08:00:00,10,122.15,
1,2004-03-24 09:00:00,23,122.15,
1,2004-03-24 10:00:00,21,122.15,
1,2004-03-24 11:00:00,9,122.15,
1,2004-03-24 12:00:00,22,122.15,
1,2004-03-24 13:00:00,19,122.15,
1,2004-03-24 14:00:00,21,122.15,
1,2004-03-24 15:00:00,22,122.15,
1,2004-03-24 16:00:00,21,122.15,
1,2004-03-24 17:00:00,16,122.15,
1,2004-03-24 18:00:00,7,122.15,
1,2004-03-24 19:00:00,15,122.15,
1,2004-03-24 20:00:00,11,122.15,
1,2004-03-24 21:00:00,13,122.15,
1,2004-03-24 22:00:00,15,122.15,
1,2004-03-24 23:00:00,18,122.15,
1,2004-03-25 00:00:00,15,122.15,
1,2004-03-25 01:00:00,6,122.15,
1,2004-03-25 02:00:00,8,122.15,
1,2004-03-25 03:00:00,11,122.15,
1,2004-03-25 04:00:00,17,122.15,
1,2004-03-25 05:00:00,23,122.15,
1,2004-03-25 06:00:00,12,122.15,
1,2004-03-25 07:00:00,22,122.15,
1,2004-03-25 08:00:00,17,122.15,
1,2004-03-25 09:00:00,24,122.15,
1,2004-03-25 10:00:00,8,122.15,
1,2004-03-25 11:00:00,29,122.15,
1,2004-03-25 12:00:00,24,122.15,
1,2004-03-25 13:00:00,21,122.15,
1,2004-03-25 14:00:00,16,122.15,
1,2004-03-25 15:00:00,28,122.15,
1,2004-03-25 16:00:00,27,122.15,
1,2004-03-25 17:00:00,41,122.15,
1,2004-03-25 18:00:00,28,122.15,
1,2004-03-25 19:00:00,38,122.15,
1,2004-03-25 20:00:00,24,122.15,
1,2004-03-25 21:00:00,21,122.15,
1,2004-03-25 22:00:00,16,122.15,
1,2004-03-25 23:00:00,28,122.15,
1,2004-03-26 00:00:00,25,122.15,
1,2004-03-26 01:00:00,21,122.15,
1,2004-03-26 02:00:00,42,122.15,
1,2004-03-26 03:00:00,22,122.15,
1,2004-03-26 04:00:00,18,122.15,
1,2004-03-26 05:00:00,29,122.15,
1,2004-03-26 06:00:00,38,122.15,
1,2004-03-26 07:00:00,31,122.15,
1,2004-03-26 08:00:00,31,122.15,
1,2004-03-26 09:00:00,32,122.15,
1,2004-03-26 10:00:00,25,122.15,
1,2004-03-26 11:00:00,22,122.15,
1,2004-03-26 12:00:00,32,122.15,
1,2004-03-26 13:00:00,32,122.15,
1,2004-03-26 14:00:00,31,122.15,
1,2004-03-26 15:00:00,32,122.15,
1,2004-03-26 16:00:00,26,122.15,
1,2004-03-26 17:00:00,28,122.15,
1,2004-03-26 18:00:00,30,122.15,
1,2004-03-26 19:00:00,34,122.15,
1,2004-03-26 20:00:00,40,122.15,
1,2004-03-26 21:00:00,33,122.15,
1,2004-03-26 22:00:00,48,122.15,
1,2004-03-26 23:00:00,42,122.15,
1,2004-03-27 00:00:00,33,122.15,
1,2004-03-27 01:00:00,46,122.15,
1,2004-03-27 02:00:00,31,122.15,
1,2004-03-27 03:00:00,26,122.15,
1,2004-03-27 04:00:00,35,122.15,
1,2004-03-27 05:00:00,34,122.15,
1,2004-03-27 06:00:00,32,122.15,
1,2004-03-27 07:00:00,39,122.15,
1,2004-03-27 08:00:00,29,122.15,
1,2004-03-27 09:00:00,42,122.15,
1,2004-03-27 10:00:00,28,122.15,
1,2004-03-27 11:00:00,44,122.15,
1,2004-03-27 12:00:00,46,122.15,
1,2004-03-27 13:00:00,40,122.15,
1,2004-03-27 14:00:00,41,122.15,
1,2004-03-27 15:00:00,37,122.15,
1,2004-03-27 16:00:00,57,122.15,
1,2004-03-27 17:00:00,50,122.15,
1,2004-03-27 18:00:00,54,122.15,
1,2004-03-27 19:00:00,60,122.15,
1,2004-03-27 20:00:00,50,122.15,
1,2004-03-27 21:00:00,46,122.15,
1,2004-03-27 22:00:00,43,122.15,
1,2004-03-27 23:00:00,50,122.15,
1,2004-03-28 00:00:00,49,122.15,
1,2004-03-28 01:00:00,48,122.15,
1,2004-03-28 02:00:00,43,122.15,
1,2004-03-28 03:00:00,47,122.15,
1,2004-03-28 04:00:00,55,122.15,
1,2004-03-28 05:00:00,49,122.15,
1,2004-03-28 06:00:00,51,122.15,
1,2004-03-28 07:00:00,54,122.15,
1,2004-03-28 08:00:00,46,122.15,
1,2004-03-28 09:00:00,61,122.15,
1,2004-03-28 10:00:00,74,122.15,
1,2004-03-28 11:00:00,59,122.15,
1,2004-03-28 12:00:00,51,122.15,
1,2004-03-28 13:00:00,75,122.15,
1,2004-03-28 14:00:00,57,122.15,
1,2004-03-28 15:00:00,63,122.15,
1,2004-03-28 16:00:00,53,122.15,
1,2004-03-28 17:00:00,48,122.15,
1,2004-03-28 18:00:00,67,122.15,
1,2004-03-28 19:00:00,60,122.15,
1,2004-03-28 20:00:00,62,122.15,
1,2004-03-28 21:00:00,32,122.15,
1,2004-03-28 22:00:00,60,122.15,
1,2004-03-28 23:00:00,40,122.15,
1,2004-03-29 00:00:00,57,122.15,
1,2004-03-29 01:00:00,62,122.15,
1,2004-03-29 02:00:00,49,122.15,
1,2004-03-29 03:00:00,36,122.15,
1,2004-03-29 04:00:00,44,122.15,
1,2004-03-29 05:00:00,25,122.15,
1,2004-03-29 06:00:00,17,122.15,
1,2004-03-29 07:00:00,21,122.15,
1,2004-03-29 08:00:00,34,122.15,
1,2004-03-29 09:00:00,30,122.15,
1,2004-03-29 10:00:00,22,122.15,
1,2004-03-29 11:00:00,26,122.15,
1,2004-03-29 12:00:00,31,122.15,
1,2004-03-29 13:00:00,16,122.15,
1,2004-03-29 14:00:00,17,122.15,
1,2004-03-29 15:00:00,9,122.15,
1,2004-03-29 16:00:00,12,122.15,
1,2004-03-29 17:00:00,23,122.15,
1,2004-03-29 18:00:00,17,122.15,
1,2004-03-29 19:00:00,18,122.15,
1,2004-03-29 20:00:00,22,122.15,
1,2004-03-29 21:00:00,14,122.15,
1,2004-03-29 22:00:00,17,122.15,
1,2004-03-29 23:00:00,30,122.15,
1,2004-03-30 00:00:00,19,122.15,
1,2004-03-30 01:00:00,18,122.15,
1,2004-03-30 02:00:00,14,122.15,
1,2004-03-30 03:00:00,19,122.15,
1,2004-03-30 04:00:00,14,122.15,
1,2004-03-30 05:00:00,9,122.15,
1,2004-03-30 06:00:00,22,122.15,
1,2004-03-30 07:00:00,19,122.15,
1,2004-03-30 08:00:00,25,122.15,
1,2004-03-30 09:00:00,36,122.15,
1,2004-03-30 10:00:00,37,122.15,
1,2004-03-30 11:00:00,14,122.15,
1,2004-03-30 12:00:00,21,122.15,
1,2004-03-30 13:00:00,20,122.15,
1,2004-03-30 14:00:00,22,122.15,
1,2004-03-30 15:00:00,17,122.15,
1,2004-03-30 16:00:00,10,122.15,
1,2004-03-30 17:00:00,23,122.15,
1,2004-03-30 18:00:00,48,122.15,
1,2004-03-30 19:00:00,12,122.15,
1,2004-03-30 20:00:00,11,122.15,
1,2004-03-30 21:00:00,42,122.15,
1,2004-03-30 22:00:00,20,122.15,
1,2004-03-30 23:00:00,52,122.15,
1,2004-03-31 00:00:00,50,122.15,
1,2004-03-31 01:00:00,49,122.15,
1,2004-03-31 02:00:00,49,122.15,
1,2004-03-31 03:00:00,16,122.15,
1,2004-03-31 04:00:00,6,121.93,
2,2004-02-28 01:00:00,26,19.45,19.45
2,2004-02-28 02:00:00,45,19.21,19.21
2,2004-02-28 03:00:00,54,18.85,18.85
2,2004-02-28 04:00:00,40,18.48,18.48
2,2004-02-28 05:00:00,39,18.19,18.19
2,2004-02-28 06:00:00,42,17.96,17.96
2,2004-02-28 07:00:00,26,18.15,18.15
2,2004-02-28 08:00:00,61,19.07,19.07
2,2004-02-28 09:00:00,44,21.23,21.23
2,2004-02-28 10:00:00,37,22.54,22.54
2,2004-02-28 11:00:00,31,23.36,23.36
2,2004-02-28 12:00:00,15,23.67,23.67
2,2004-02-28 13:00:00,21,23.98,23.98
2,2004-02-28 14:00:00,23,23.55,23.55
2,2004-02-28 15:00:00,61,23.19,23.19
2,2004-02-28 16:00:00,78,22.38,22.38
2,2004-02-28 17:00:00,79,21.76,21.76
2,2004-02-28 18:00:00,71,21.23,21.23
2,2004-02-28 19:00:00,66,20.86,20.86
2,2004-02-28 20:00:00,74,20.65,20.65
2,2004-02-28 21:00:00,59,20.36,20.36
2,2004-02-28 22:00:00,75,20.0,20.0
2,2004-02-28 23:00:00,82,19.76,19.76
2,2004-02-29 00:00:00,69,19.43,19.43
2,2004-02-29 01:00:00,73,19.12,19.12
2,2004-02-29 02:00:00,72,18.79,18.79
2,2004-02-29 03:00:00,73,18.51,18.51
2,2004-02-29 04:00:00,86,18.3,18.3
2,2004-02-29 05:00:00,75,18.06,18.06
2,2004-02-29 06:00:00,66,17.88,17.88
2,2004-02-29 07:00:00,71,17.86,17.86
2,2004-02-29 08:00:00,74,18.65,18.65
2,2004-02-29 09:00:00,73,20.09,20.09
2,2004-02-29 10:00:00,61,20.4,20.4
2,2004-02-29 11:00:00,72,21.05,21.05
2,2004-02-29 12:00:00,84,21.11,21.11
2,2004-02-29 13:00:00,90,21.35,21.35
2,2004-02-29 14:00:00,87,21.28,21.28
2,2004-02-29 15:00:00,88,20.8,20.8
2,2004-02-29 16:00:00,79,20.36,20.36
2,2004-02-29 17:00:00,92,20.03,20.03
2,2004-02-29 18:00:00,88,19.75,19.75
2,2004-02-29 19:00:00,85,19.49,19.49
2,2004-02-29 20:00:00,86,19.32,19.32
2,2004-02-29 21:00:00,87,19.2,19.2
2,2004-02-29 22:00:00,93,19.09,19.09
2,2004-02-29 23:00:00,82,18.93,18.93
2,2004-03-01 00:00:00,89,18.78,18.78
2,2004-03-01 01:00:00,89,18.61,18.61
2,2004-03-01 02:00:00,76,18.42,18.42
2,2004-03-01 03:00:00,81,18.31,18.31
2,2004-03-01 04:00:00,83,18.14,18.14
2,2004-03-01 05:00:00,84,17.91,17.91
2,2004-03-01 06:00:00,82,17.74,17.74
2,2004-03-01 07:00:00,74,20.57,20.57
2,2004-03-01 08:00:00,65,21.49,21.49
2,2004-03-01 09:00:00,79,22.12,22.12
2,2004-03-01 10:00:00,73,22.71,22.71
2,2004-03-01 11:00:00,69,22.98,22.98
2,2004-03-01 12:00:00,74,23.59,23.59
2,2004-03-01 13:00:00,58,24.17,24.17
2,2004-03-01 14:00:00,77,24.33,24.33
2,2004-03-01 15:00:00,65,24.11,24.11
2,2004-03-01 16:00:00,71,24.1,24.1
2,2004-03-01 17:00:00,62,24.25,24.25
2,2004-03-01 18:00:00,47,22.26,22.26
2,2004-03-01 19:00:00,74,21.53,21.53
2,2004-03-01 20:00:00,59,21.11,21.11
2,2004-03-01 21:00:00,65,20.68,20.68
2,2004-03-01 22:00:00,63,20.26,20.26
2,2004-03-01 23:00:00,65,19.98,19.98
2,2004-03-02 00:00:00,79,19.56,19.56
2,2004-03-02 01:00:00,61,19.1,19.1
2,2004-03-02 02:00:00,65,18.79,18.79
2,2004-03-02 03:00:00,59,18.53,18.53
2,2004-03-02 04:00:00,56,18.27,18.27
2,2004-03-02 05:00:00,65,18.03,18.03
2,2004-03-02 06:00:00,53,17.9,17.9
2,2004-03-02 07:00:00,68,21.24,21.24
2,2004-03-02 08:00:00,61,23.52,23.52
2,2004-03-02 09:00:00,34,24.36,24.36
2,2004-03-02 10:00:00,52,23.99,23.99
2,2004-03-02 11:00:00,53,23.07,23.07
2,2004-03-02 12:00:00,66,23.43,23.43
2,2004-03-02 13:00:00,67,23.54,23.54
2,2004-03-02 14:00:00,32,23.57,23.57
2,2004-03-02 15:00:00,43,23.29,23.29
2,2004-03-02 16:00:00,28,22.76,22.76
2,2004-03-02 17:00:00,12,21.63,21.63
2,2004-03-02 18:00:00,58,21.55,21.55
2,2004-03-02 19:00:00,68,21.53,21.53
2,2004-03-02 20:00:00,52,21.29,21.29
2,2004-03-02 21:00:00,65,21.0,21.0
2,2004-03-02 22:00:00,64,20.7,20.7
2,2004-03-02 23:00:00,59,20.41,20.41
2,2004-03-03 00:00:00,68,20.23,20.23
2,2004-03-03 01:00:00,68,19.97,19.97
2,2004-03-03 02:00:00,65,19.52,19.52
2,2004-03-03 03:00:00,65,19.17,19.17
2,2004-03-03 04:00:00,46,18.87,18.87
2,2004-03-03 05:00:00,59,18.72,18.72
2,2004-03-03 06:00:00,44,18.73,18.73
2,2004-03-03 07:00:00,51,22.96,22.96
2,2004-03-03 08:00:00,35,24.73,24.73
2,2004-03-03 09:00:00,37,24.59,24.59
2,2004-03-03 10:00:00,67,23.94,23.94
2,2004-03-03 11:00:00,51,23.27,23.27
2,2004-03-03 12:00:00,34,22.3,22.3
2,2004-03-03 13:00:00,30,23.3,23.3
2,2004-03-03 14:00:00,43,23.07,23.07
2,2004-03-03 15:00:00,54,23.26,23.26
2,2004-03-03 16:00:00,49,22.82,22.82
2,2004-03-03 17:00:00,26,22.81,22.81
2,2004-03-03 18:00:00,18,22.64,22.64
2,2004-03-03 19:00:00,40,22.33,22.33
2,2004-03-03 20:00:00,61,22.0,22.0
2,2004-03-03 21:00:00,42,21.84,21.84
2,2004-03-03 22:00:00,58,21.52,21.52
2,2004-03-03 23:00:00,69,21.23,21.23
2,2004-03-04 00:00:00,67,20.8,20.8
2,2004-03-04 01:00:00,49,20.26,20.26
2,2004-03-04 02:00:00,35,19.74,19.74
2,2004-03-04 03:00:00,54,19.38,19.38
2,2004-03-04 04:00:00,61,19.06,19.06
2,2004-03-04 05:00:00,54,18.82,18.82
2,2004-03-04 06:00:00,44,18.64,18.64
2,2004-03-04 07:00:00,40,22.15,22.15
2,2004-03-04 08:00:00,42,23.59,23.59
2,2004-03-04 09:00:00,41,24.46,24.46
2,2004-03-04 10:00:00,54,24.12,24.12
2,2004-03-04 11:00:00,64,23.97,23.97
2,2004-03-04 12:00:00,60,24.45,24.45
2,2004-03-04 13:00:00,80,24.41,24.41
2,2004-03-04 14:00:00,75,23.48,23.48
2,2004-03-04 15:00:00,73,22.68,22.68
2,2004-03-04 16:00:00,58,22.1,22.1
2,2004-03-04 17:00:00,65,21.61,21.61
2,2004-03-04 18:00:00,65,21.85,21.85
2,2004-03-04 19:00:00,66,21.82,21.82
2,2004-03-04 20:00:00,54,21.51,21.51
2,2004-03-04 21:00:00,65,21.23,21.23
2,2004-03-04 22:00:00,60,21.0,21.0
2,2004-03-04 23:00:00,50,20.8,20.8
2,2004-03-05 00:00:00,54,20.64,20.64
2,2004-03-05 01:00:00,57,20.39,20.39
2,2004-03-05 02:00:00,45,20.19,20.19
2,2004-03-05 03:00:00,64,19.9,19.9
2,2004-03-05 04:00:00,68,19.64,19.64
2,2004-03-05 05:00:00,50,19.51,19.51
2,2004-03-05 06:00:00,49,19.46,19.46
2,2004-03-05 07:00:00,57,23.21,23.21
2,2004-03-05 08:00:00,68,24.37,24.37
2,2004-03-05 09:00:00,67,23.17,23.17
2,2004-03-05 10:00:00,71,23.04,23.04
2,2004-03-05 11:00:00,69,22.54,22.54
2,2004-03-05 12:00:00,60,22.35,22.35
2,2004-03-05 13:00:00,68,22.92,22.92
2,2004-03-05 14:00:00,71,22.85,22.85
2,2004-03-05 15:00:00,65,22.6,22.6
2,2004-03-05 16:00:00,51,22.29,22.29
2,2004-03-05 17:00:00,55,21.92,21.92
2,2004-03-05 18:00:00,48,22.0,22.0
2,2004-03-05 19:00:00,69,21.86,21.86
2,2004-03-05 20:00:00,68,21.56,21.56
2,2004-03-05 21:00:00,51,21.2,21.2
2,2004-03-05 22:00:00,67,21.09,21.09
2,2004-03-05 23:00:00,49,20.91,20.91
2,2004-03-06 00:00:00,43,20.65,20.65
2,2004-03-06 01:00:00,43,20.33,20.33
2,2004-03-06 02:00:00,53,20.11,20.11
2,2004-03-06 03:00:00,36,19.99,19.99
2,2004-03-06 04:00:00,52,19.86,19.86
2,2004-03-06 05:00:00,43,19.71,19.71
2,2004-03-06 06:00:00,51,19.48,19.48
2,2004-03-06 07:00:00,51,19.6,19.6
2,2004-03-06 08:00:00,48,20.91,20.91
2,2004-03-06 09:00:00,54,22.45,22.45
2,2004-03-06 10:00:00,67,24.21,24.21
2,2004-03-06 11:00:00,52,25.17,25.17
2,2004-03-06 12:00:00,48,25.87,25.87
2,2004-03-06 13:00:00,53,26.11,26.11
2,2004-03-06 14:00:00,54,25.6,25.6
2,2004-03-06 15:00:00,53,25.51,25.51
2,2004-03-06 16:00:00,51,25.08,25.08
2,2004-03-06 17:00:00,39,24.43,24.43
2,2004-03-06 18:00:00,51,23.66,23.66
2,2004-03-06 19:00:00,47,23.1,23.1
2,2004-03-06 20:00:00,38,22.65,22.65
2,2004-03-06 21:00:00,50,22.37,22.37
2,2004-03-06 22:00:00,51,22.05,22.05
2,2004-03-06 23:00:00,38,21.67,21.67
2,2004-03-07 00:00:00,47,21.43,21.43
2,2004-03-07 01:00:00,49,21.16,21.16
2,2004-03-07 02:00:00,49,20.86,20.86
2,2004-03-07 03:00:00,50,20.71,20.71
2,2004-03-07 04:00:00,59,20.49,20.49
2,2004-03-07 05:00:00,56,20.31,20.31
2,2004-03-07 06:00:00,57,20.15,20.15
2,2004-03-07 07:00:00,44,20.38,20.38
2,2004-03-07 08:00:00,56,21.83,21.83
2,2004-03-07 09:00:00,49,23.59,23.59
2,2004-03-07 10:00:00,54,24.94,24.94
2,2004-03-07 11:00:00,32,26.03,26.03
2,2004-03-07 12:00:00,38,26.83,26.83
2,2004-03-07 13:00:00,46,27.26,27.26
2,2004-03-07 14:00:00,42,26.88,26.88
2,2004-03-07 15:00:00,54,26.99,26.99
2,2004-03-07 16:00:00,69,26.86,26.86
2,2004-03-07 17:00:00,64,26.14,26.14
2,2004-03-07 18:00:00,68,25.13,25.13
2,2004-03-07 19:00:00,88,24.39,24.39
2,2004-03-07 20:00:00,74,23.9,23.9
2,2004-03-07 21:00:00,84,23.52,23.52
2,2004-03-07 22:00:00,78,23.27,23.27
2,2004-03-07 23:00:00,88,23.04,23.04
2,2004-03-08 00:00:00,86,22.8,22.8
2,2004-03-08 01:00:00,77,22.53,22.53
2,2004-03-08 02:00:00,86,22.3,22.3
2,2004-03-08 03:00:00,88,22.06,22.06
2,2004-03-08 04:00:00,89,21.85,21.85
2,2004-03-08 05:00:00,85,21.65,21.65
2,2004-03-08 06:00:00,80,21.56,21.56
2,2004-03-08 07:00:00,86,23.74,23.74
2,2004-03-08 08:00:00,85,23.54,23.54
2,2004-03-08 09:00:00,82,24.27,24.27
2,2004-03-08 10:00:00,55,23.02,23.02
2,2004-03-08 11:00:00,69,22.54,22.54
2,2004-03-08 12:00:00,52,22.65,22.65
2,2004-03-08 13:00:00,60,22.7,22.7
2,2004-03-08 14:00:00,54,22.67,22.67
2,2004-03-08 15:00:00,75,22.38,22.38
2,2004-03-08 16:00:00,76,22.17,22.17
2,2004-03-08 17:00:00,75,22.08,22.08
2,2004-03-08 18:00:00,76,23.32,23.32
2,2004-03-08 19:00:00,77,23.99,23.99
2,2004-03-08 20:00:00,58,23.9,23.9
2,2004-03-08 21:00:00,65,23.61,23.61
2,2004-03-08 22:00:00,67,23.34,23.34
2,2004-03-08 23:00:00,46,23.07,23.07
2,2004-03-09 00:00:00,59,22.85,22.85
2,2004-03-09 01:00:00,51,22.63,22.63
2,2004-03-09 02:00:00,70,22.34,22.34
2,2004-03-09 03:00:00,61,22.07,22.07
2,2004-03-09 04:00:00,67,21.79,21.79
2,2004-03-09 05:00:00,51,21.6,21.6
2,2004-03-09 06:00:00,58,21.54,21.54
2,2004-03-09 07:00:00,65,23.52,23.52
2,2004-03-09 08:00:00,59,23.33,23.33
2,2004-03-09 09:00:00,59,22.25,22.25
2,2004-03-09 10:00:00,60,22.31,22.31
2,2004-03-09 11:00:00,75,22.43,22.43
2,2004-03-09 12:00:00,71,22.41,22.41
2,2004-03-09 13:00:00,57,23.07,23.07
2,2004-03-09 14:00:00,58,22.49,22.49
2,2004-03-09 15:00:00,61,22.38,22.38
2,2004-03-09 16:00:00,59,22.08,22.08
2,2004-03-09 17:00:00,68,21.8,21.8
2,2004-03-09 18:00:00,80,22.65,22.65
2,2004-03-09 19:00:00,77,22.93,22.93
2,2004-03-09 20:00:00,81,22.91,22.91
2,2004-03-09 21:00:00,83,22.74,22.74
2,2004-03-09 22:00:00,78,22.69,22.69
2,2004-03-09 23:00:00,79,22.6,22.6
2,2004-03-10 00:00:00,86,22.49,22.49
2,2004-03-10 01:00:00,93,22.17,22.17
2,2004-03-10 02:00:00,86,21.85,21.85
2,2004-03-10 03:00:00,102,21.71,21.71
2,2004-03-10 04:00:00,83,21.59,21.59
2,2004-03-10 05:00:00,86,21.48,21.48
2,2004-03-10 06:00:00,87,21.48,21.48
2,2004-03-10 07:00:00,88,23.38,23.38
2,2004-03-10 08:00:00,89,23.48,23.48
2,2004-03-10 09:00:00,11,23.14,23.14
2,2004-03-11 09:00:00,31,22.8,22.8
2,2004-03-11 10:00:00,44,22.55,22.55
2,2004-03-11 11:00:00,24,22.78,22.78
2,2004-03-11 12:00:00,51,22.84,22.84
2,2004-03-11 13:00:00,36,23.08,23.08
2,2004-03-11 14:00:00,52,22.94,22.94
2,2004-03-11 15:00:00,49,22.69,22.69
2,2004-03-11 16:00:00,27,22.14,22.14
2,2004-03-11 17:00:00,57,21.79,21.79
2,2004-03-11 18:00:00,59,22.6,22.6
2,2004-03-11 19:00:00,75,22.96,22.96
2,2004-03-11 20:00:00,77,22.85,22.85
2,2004-03-11 21:00:00,73,22.67,22.67
2,2004-03-11 22:00:00,67,22.43,22.43
2,2004-03-11 23:00:00,72,22.15,22.15
2,2004-03-12 00:00:00,60,21.63,21.63
2,2004-03-12 01:00:00,64,21.23,21.23
2,2004-03-12 02:00:00,60,20.91,20.91
2,2004-03-12 03:00:00,74,20.66,20.66
2,2004-03-12 04:00:00,64,20.4,20.4
2,2004-03-12 05:00:00,69,20.17,20.17
2,2004-03-12 06:00:00,54,20.08,20.08
2,2004-03-12 07:00:00,63,21.11,21.11
2,2004-03-12 08:00:00,57,21.21,21.21
2,2004-03-12 09:00:00,66,22.0,22.0
2,2004-03-12 10:00:00,68,22.61,22.61
2,2004-03-12 11:00:00,77,22.87,22.87
2,2004-03-12 12:00:00,79,22.49,22.49
2,2004-03-12 13:00:00,83,22.28,22.28
2,2004-03-12 14:00:00,87,22.2,22.2
2,2004-03-12 15:00:00,85,22.3,22.3
2,2004-03-12 16:00:00,94,22.18,22.18
2,2004-03-12 17:00:00,85,21.92,21.92
2,2004-03-12 18:00:00,76,22.31,22.31
2,2004-03-12 19:00:00,68,22.31,22.31
2,2004-03-12 20:00:00,79,22.07,22.07
2,2004-03-12 21:00:00,84,21.84,21.84
2,2004-03-12 22:00:00,97,21.6,21.6
2,2004-03-12 23:00:00,92,21.33,21.33
2,2004-03-13 00:00:00,89,21.09,21.09
2,2004-03-13 01:00:00,93,20.9,20.9
2,2004-03-13 02:00:00,96,20.77,20.77
2,2004-03-13 03:00:00,86,20.61,20.61
2,2004-03-13 04:00:00,90,20.46,20.46
2,2004-03-13 05:00:00,87,20.33,20.33
2,2004-03-13 06:00:00,92,20.25,20.25
2,2004-03-13 07:00:00,94,20.74,20.74
2,2004-03-13 08:00:00,90,22.75,22.75
2,2004-03-13 09:00:00,95,24.59,24.59
2,2004-03-13 10:00:00,87,26.09,26.09
2,2004-03-13 11:00:00,80,26.95,26.95
2,2004-03-13 12:00:00,90,27.46,27.46
2,2004-03-13 13:00:00,89,27.36,27.36
2,2004-03-13 14:00:00,89,26.93,26.93
2,2004-03-13 15:00:00,91,26.91,26.91
2,2004-03-13 16:00:00,93,26.53,26.53
2,2004-03-13 17:00:00,101,25.55,25.55
2,2004-03-13 18:00:00,92,24.43,24.43
2,2004-03-13 19:00:00,101,23.59,23.59
2,2004-03-13 20:00:00,97,23.04,23.04
2,2004-03-13 21:00:00,92,22.57,22.57
2,2004-03-13 22:00:00,84,22.17,22.17
2,2004-03-13 23:00:00,90,21.86,21.86
2,2004-03-14 00:00:00,85,21.58,21.58
2,2004-03-14 01:00:00,85,21.32,21.32
2,2004-03-14 02:00:00,93,21.06,21.06
2,2004-03-14 03:00:00,104,20.81,20.81
2,2004-03-14 04:00:00,92,20.59,20.59
2,2004-03-14 05:00:00,94,20.35,20.35
2,2004-03-14 06:00:00,92,20.16,20.16
2,2004-03-14 07:00:00,96,20.39,20.39
2,2004-03-14 08:00:00,87,22.04,22.04
2,2004-03-14 09:00:00,90,23.8,23.8
2,2004-03-14 10:00:00,94,25.27,25.27
2,2004-03-14 11:00:00,100,26.23,26.23
2,2004-03-14 12:00:00,87,27.04,27.04
2,2004-03-14 13:00:00,93,27.31,27.31
2,2004-03-14 14:00:00,83,27.08,27.08
2,2004-03-14 15:00:00,89,27.08,27.08
2,2004-03-14 16:00:00,90,26.59,26.59
2,2004-03-14 17:00:00,104,22.43,22.43
2,2004-03-14 18:00:00,88,22.06,22.06
2,2004-03-14 19:00:00,78,22.32,22.32
2,2004-03-14 20:00:00,99,22.61,22.61
2,2004-03-14 21:00:00,97,22.42,22.42
2,2004-03-14 22:00:00,96,22.07,22.07
2,2004-03-14 23:00:00,85,21.53,21.53
2,2004-03-15 00:00:00,98,21.54,21.54
2,2004-03-15 01:00:00,90,21.46,21.46
2,2004-03-15 02:00:00,94,21.42,21.42
2,2004-03-15 03:00:00,95,21.33,21.33
2,2004-03-15 04:00:00,102,21.21,21.21
2,2004-03-15 05:00:00,91,21.1,21.1
2,2004-03-15 06:00:00,96,21.07,21.07
2,2004-03-15 07:00:00,92,23.15,23.15
2,2004-03-15 08:00:00,93,23.6,23.6
2,2004-03-15 09:00:00,87,22.75,22.75
2,2004-03-15 10:00:00,92,22.01,22.01
2,2004-03-15 11:00:00,92,22.36,22.36
2,2004-03-15 12:00:00,93,22.49,22.49
2,2004-03-15 13:00:00,95,22.49,22.49
2,2004-03-15 14:00:00,93,22.18,22.18
2,2004-03-15 15:00:00,71,22.09,22.09
2,2004-03-15 16:00:00,3,24.63,24.63
2,2004-03-16 11:00:00,91,22.41,22.41
2,2004-03-16 12:00:00,82,22.61,22.61
2,2004-03-16 13:00:00,100,22.57,22.57
2,2004-03-16 14:00:00,99,22.36,22.36
2,2004-03-16 15:00:00,98,22.09,22.09
2,2004-03-16 16:00:00,90,22.07,22.07
2,2004-03-16 17:00:00,88,22.16,22.16
2,2004-03-16 18:00:00,95,23.05,23.05
2,2004-03-16 19:00:00,102,23.64,23.64
2,2004-03-16 20:00:00,94,23.68,23.68
2,2004-03-16 21:00:00,98,23.66,23.66
2,2004-03-16 22:00:00,85,23.57,23.57
2,2004-03-16 23:00:00,87,23.49,23.49
2,2004-03-17 00:00:00,85,23.38,23.38
2,2004-03-17 01:00:00,92,23.26,23.26
2,2004-03-17 02:00:00,96,22.91,22.91
2,2004-03-17 03:00:00,90,22.53,22.53
2,2004-03-17 04:00:00,98,22.17,22.17
2,2004-03-17 05:00:00,95,21.97,21.97
2,2004-03-17 06:00:00,98,21.84,21.84
2,2004-03-17 07:00:00,94,21.37,21.37
2,2004-03-17 08:00:00,88,21.13,21.13
2,2004-03-17 09:00:00,94,21.71,21.71
2,2004-03-17 10:00:00,95,22.31,22.31
2,2004-03-17 11:00:00,94,22.42,22.42
2,2004-03-17 12:00:00,81,22.29,22.29
2,2004-03-17 13:00:00,87,22.4,22.4
2,2004-03-17 14:00:00,97,22.31,22.31
2,2004-03-17 15:00:00,74,22.22,22.22
2,2004-03-17 16:00:00,83,22.09,22.09
