sensor_id,ts,voltage,voltage_1h_avg,n_in_window
1,2004-02-28 22:19:51.421080,2.68742,2.6966,72
1,2004-02-28 22:23:18.175726,2.69964,2.6965,71
1,2004-02-28 22:24:48.364114,2.69964,2.6965,69
1,2004-02-28 22:26:18.866803,2.68742,2.6963,69
1,2004-02-28 22:26:49.403795,2.69964,2.6963,70
1,2004-02-28 22:27:48.847694,2.68742,2.6961,70
1,2004-02-28 22:28:18.915323,2.68742,2.696,70
1,2004-02-28 22:30:19.052611,2.68742,2.6958,70
1,2004-02-28 22:33:48.035441,2.69964,2.6958,67
1,2004-02-28 22:34:18.017310,2.69964,2.6958,67
1,2004-02-28 22:34:53.940628,2.69964,2.6958,66
1,2004-02-28 22:35:48.079456,2.68742,2.6956,67
1,2004-02-28 22:36:19.903581,2.68742,2.6954,67
1,2004-02-28 22:36:48.561548,2.69964,2.6954,67
1,2004-02-28 22:38:20.988945,2.69964,2.6954,67
1,2004-02-28 22:38:51.317580,2.69964,2.6954,67
1,2004-02-28 22:39:20.069642,2.69964,2.6955,68
1,2004-02-28 22:39:49.208612,2.68742,2.6953,68
1,2004-02-28 22:40:19.848757,2.68742,2.6952,69
1,2004-02-28 22:40:48.639771,2.69964,2.6953,70
1,2004-02-28 22:41:19.477561,2.68742,2.6952,71
1,2004-02-28 22:41:48.278597,2.68742,2.695,71
1,2004-02-28 22:42:50.377006,2.68742,2.6947,69
1,2004-02-28 22:44:21.096952,2.68742,2.6945,69
1,2004-02-28 22:44:50.683183,2.68742,2.6943,69
1,2004-02-28 22:45:48.576523,2.68742,2.6942,70
1,2004-02-28 22:46:20.433906,2.69964,2.6943,71
1,2004-02-28 22:47:18.931757,2.68742,2.6942,72
1,2004-02-28 22:48:18.915157,2.69964,2.6942,72
1,2004-02-28 22:48:50.790779,2.69964,2.6942,72
1,2004-02-28 22:49:22.857316,2.68742,2.6941,73
1,2004-02-28 22:49:49.638195,2.68742,2.694,72
1,2004-02-28 22:50:18.052626,2.68742,2.6939,73
1,2004-02-28 22:50:50.239097,2.69964,2.694,74
1,2004-02-28 22:51:19.476560,2.68742,2.6939,74
1,2004-02-28 22:51:49.202314,2.69964,2.6939,75
1,2004-02-28 22:53:18.939899,2.68742,2.6937,74
1,2004-02-28 22:54:21.709488,2.68742,2.6935,74
1,2004-02-28 22:54:49.289661,2.68742,2.6934,74
1,2004-02-28 22:56:49.656904,2.69964,2.6932,72
1,2004-02-28 22:57:49.917374,2.69964,2.6934,72
1,2004-02-28 22:58:20.965703,2.69964,2.6934,72
1,2004-02-28 22:59:50.493357,2.68742,2.6933,71
1,2004-02-28 23:01:21.064817,2.68742,2.693,68
1,2004-02-28 23:01:49.437312,2.69964,2.6931,69
1,2004-02-28 23:03:19.858779,2.69964,2.6934,67
1,2004-02-28 23:03:51.603857,2.68742,2.6933,67
1,2004-02-28 23:05:49.773051,2.68742,2.6931,67
1,2004-02-28 23:06:48.568452,2.68742,2.6931,67
1,2004-02-28 23:07:18.091459,2.68742,2.6931,67
1,2004-02-28 23:07:54.012195,2.68742,2.6929,67
1,2004-02-28 23:08:50.529337,2.69964,2.6929,67
1,2004-02-28 23:09:18.106727,2.69964,2.6929,67
1,2004-02-28 23:12:51.230890,2.68742,2.6927,62
1,2004-02-28 23:13:23.199633,2.69964,2.6929,63
1,2004-02-28 23:13:51.539581,2.68742,2.6929,63
1,2004-02-28 23:14:19.647531,2.68742,2.6928,64
1,2004-02-28 23:14:48.209910,2.68742,2.6928,64
1,2004-02-28 23:15:22.420665,2.68742,2.6927,65
1,2004-02-28 23:16:52.193705,2.68742,2.6923,62
1,2004-02-28 23:17:51.320742,2.68742,2.6922,62
1,2004-02-28 23:18:20.426695,2.68742,2.6922,62
1,2004-02-28 23:18:50.310848,2.68742,2.6921,63
1,2004-02-28 23:19:23.854000,2.68742,2.692,64
1,2004-02-28 23:19:50.910010,2.69964,2.6921,65
1,2004-02-28 23:20:20.940818,2.68742,2.6921,65
1,2004-02-28 23:20:54.331962,2.68742,2.692,66
1,2004-02-28 23:21:19.152824,2.68742,2.692,67
1,2004-02-28 23:21:49.813856,2.68742,2.6919,68
1,2004-02-28 23:22:49.386020,2.68742,2.6918,69
1,2004-02-28 23:23:51.312849,2.68742,2.6917,69
1,2004-02-28 23:24:48.401420,2.68742,2.6915,69
1,2004-02-28 23:25:50.896514,2.68742,2.6914,70
1,2004-02-28 23:26:50.569341,2.67532,2.6911,69
1,2004-02-28 23:30:18.587322,2.68742,2.6912,68
1,2004-02-28 23:30:52.605149,2.69964,2.6914,68
1,2004-02-28 23:31:53.366495,2.69964,2.6915,69
1,2004-02-28 23:33:18.432597,2.68742,2.6914,70
1,2004-02-28 23:34:51.251576,2.69964,2.6913,69
1,2004-02-28 23:35:21.171584,2.68742,2.6911,69
1,2004-02-28 23:35:52.823883,2.68742,2.6911,69
1,2004-02-28 23:36:20.956669,2.68742,2.6911,69
1,2004-02-28 23:36:51.537892,2.68742,2.691,69
1,2004-02-28 23:37:19.509977,2.69964,2.6911,70
1,2004-02-28 23:37:51.406721,2.68742,2.691,71
1,2004-02-28 23:38:18.304036,2.69964,2.6912,72
1,2004-02-28 23:39:20.149760,2.68742,2.6907,70
1,2004-02-28 23:42:19.130001,2.68742,2.6908,66
1,2004-02-28 23:42:48.189451,2.68742,2.6907,67
1,2004-02-28 23:43:19.137936,2.68742,2.6907,67
1,2004-02-28 23:43:51.799040,2.68742,2.6907,68
1,2004-02-28 23:44:18.409979,2.68742,2.6906,69
1,2004-02-28 23:44:51.275359,2.68742,2.6907,68
1,2004-02-28 23:45:51.852240,2.69964,2.6908,68
1,2004-02-28 23:46:20.725440,2.68742,2.6907,68
1,2004-02-28 23:46:53.849675,2.68742,2.6906,69
1,2004-02-28 23:47:19.026117,2.68742,2.6906,69
1,2004-02-28 23:47:50.830762,2.69964,2.6907,70
1,2004-02-28 23:48:50.689368,2.68742,2.6906,70
1,2004-02-28 23:49:20.142167,2.69964,2.6906,70
1,2004-02-28 23:50:18.082409,2.69964,2.6908,68
1,2004-02-28 23:51:55.101345,2.68742,2.6906,66
1,2004-02-28 23:52:23.336524,2.68742,2.6905,67
1,2004-02-28 23:52:48.672499,2.68742,2.6905,68
1,2004-02-28 23:53:20.032719,2.68742,2.6905,68
1,2004-02-28 23:53:51.169544,2.67532,2.6903,69
1,2004-02-28 23:54:18.810486,2.68742,2.6902,70
1,2004-02-28 23:54:49.091821,2.68742,2.6902,70
1,2004-02-28 23:56:21.151672,2.69964,2.6904,70
1,2004-02-28 23:56:50.950175,2.68742,2.6902,70
1,2004-02-28 23:57:50.602677,2.68742,2.69,70
1,2004-02-28 23:58:48.274147,2.68742,2.6899,70
1,2004-02-28 23:59:18.261149,2.68742,2.6898,71
1,2004-02-29 00:01:19.013451,2.68742,2.6898,71
1,2004-02-29 00:02:49.251437,2.68742,2.6897,70
1,2004-02-29 00:03:21.103519,2.68742,2.6895,70
1,2004-02-29 00:04:24.171199,2.68742,2.6895,70
1,2004-02-29 00:05:20.808845,2.68742,2.6895,71
1,2004-02-29 00:06:19.089489,2.68742,2.6895,71
1,2004-02-29 00:06:49.343911,2.68742,2.6895,71
1,2004-02-29 00:07:50.334418,2.68742,2.6895,71
1,2004-02-29 00:08:20.092038,2.68742,2.6895,71
1,2004-02-29 00:09:48.270982,2.68742,2.6892,70
1,2004-02-29 00:10:20.910135,2.68742,2.6891,71
1,2004-02-29 00:12:21.511812,2.68742,2.6891,72
1,2004-02-29 00:12:51.336992,2.68742,2.6891,72
1,2004-02-29 00:13:19.573069,2.68742,2.6891,73
1,2004-02-29 00:14:52.617029,2.68742,2.689,70
1,2004-02-29 00:15:20.786241,2.68742,2.689,71
1,2004-02-29 00:15:49.114679,2.68742,2.689,71
1,2004-02-29 00:16:19.335628,2.68742,2.689,72
1,2004-02-29 00:16:50.013246,2.68742,2.6889,73
1,2004-02-29 00:17:21.567735,2.68742,2.6889,73
1,2004-02-29 00:17:49.611636,2.68742,2.6889,74
1,2004-02-29 00:18:20.599740,2.68742,2.6889,73
1,2004-02-29 00:18:49.560725,2.68742,2.6889,74
1,2004-02-29 00:20:19.348236,2.68742,2.6888,72
1,2004-02-29 00:20:49.023004,2.68742,2.6888,72
1,2004-02-29 00:21:23.811692,2.68742,2.6888,71
1,2004-02-29 00:21:50.677004,2.68742,2.6888,71
1,2004-02-29 00:22:50.960806,2.68742,2.6888,71
1,2004-02-29 00:23:20.072298,2.68742,2.6888,72
1,2004-02-29 00:23:53.059407,2.68742,2.6888,72
1,2004-02-29 00:24:22.102118,2.68742,2.6888,73
1,2004-02-29 00:24:49.043166,2.68742,2.6888,73
1,2004-02-29 00:25:51.575150,2.68742,2.6888,73
1,2004-02-29 00:26:21.826194,2.68742,2.6887,74
1,2004-02-29 00:27:50.439256,2.68742,2.6889,74
1,2004-02-29 00:28:18.190429,2.68742,2.6889,75
1,2004-02-29 00:29:20.262286,2.68742,2.6889,76
1,2004-02-29 00:29:53.137809,2.68742,2.6888,77
1,2004-02-29 00:30:22.748711,2.68742,2.6888,77
1,2004-02-29 00:31:21.675276,2.68742,2.6887,77
1,2004-02-29 00:32:51.313547,2.68742,2.6885,77
1,2004-02-29 00:33:50.271661,2.68742,2.6885,77
1,2004-02-29 00:34:18.235377,2.68742,2.6885,78
1,2004-02-29 00:35:22.379070,2.68742,2.6884,77
1,2004-02-29 00:35:48.203102,2.68742,2.6884,78
1,2004-02-29 00:36:23.496752,2.68742,2.6884,77
1,2004-02-29 00:36:48.206771,2.68742,2.6884,78
1,2004-02-29 00:38:48.704905,2.68742,2.6881,75
1,2004-02-29 00:39:19.623456,2.68742,2.6881,76
1,2004-02-29 00:40:53.595980,2.68742,2.6881,76
1,2004-02-29 00:41:19.231948,2.67532,2.6879,77
1,2004-02-29 00:41:52.728009,2.68742,2.6879,78
1,2004-02-29 00:42:23.369095,2.68742,2.6879,78
1,2004-02-29 00:45:48.761699,2.67532,2.6878,74
1,2004-02-29 00:46:19.570943,2.68742,2.6876,74
1,2004-02-29 00:48:21.490403,2.68742,2.6874,71
1,2004-02-29 00:52:51.273577,2.67532,2.6869,66
1,2004-02-29 00:53:23.999191,2.67532,2.6867,66
1,2004-02-29 00:54:19.818580,2.68742,2.6869,65
1,2004-02-29 00:54:50.134549,2.68742,2.6869,65
1,2004-02-29 00:55:18.378039,2.68742,2.6869,66
1,2004-02-29 00:55:48.582848,2.68742,2.6869,67
1,2004-02-29 00:56:20.302268,2.68742,2.6869,68
1,2004-02-29 00:56:51.413554,2.68742,2.6867,67
1,2004-02-29 00:57:49.713861,2.68742,2.6867,68
1,2004-02-29 00:59:21.292529,2.68742,2.6867,66
1,2004-02-29 00:59:48.268649,2.68742,2.6867,67
1,2004-02-29 01:00:20.905873,2.68742,2.6867,68
1,2004-02-29 01:00:48.346456,2.68742,2.6867,69
1,2004-02-29 01:01:19.180448,2.67532,2.6865,69
1,2004-02-29 01:01:53.023716,2.67532,2.6864,70
1,2004-02-29 01:02:18.276432,2.68742,2.6864,71
1,2004-02-29 01:03:19.472039,2.68742,2.6864,71
1,2004-02-29 01:03:51.683267,2.68742,2.6864,71
1,2004-02-29 01:04:20.901459,2.68742,2.6864,72
1,2004-02-29 01:04:53.224442,2.68742,2.6864,72
1,2004-02-29 01:05:50.634353,2.68742,2.6864,72
1,2004-02-29 01:06:18.292698,2.68742,2.6864,73
1,2004-02-29 01:07:21.720364,2.68742,2.6864,72
1,2004-02-29 01:08:22.301776,2.67532,2.6862,71
1,2004-02-29 01:08:49.137341,2.67532,2.6861,72
1,2004-02-29 01:10:19.450612,2.68742,2.6861,72
1,2004-02-29 01:11:48.303070,2.68742,2.6861,72
1,2004-02-29 01:12:21.805046,2.67532,2.6859,72
1,2004-02-29 01:13:18.305305,2.68742,2.6859,72
1,2004-02-29 01:15:48.824033,2.68742,2.6859,70
1,2004-02-29 01:16:22.461799,2.69964,2.686,69
1,2004-02-29 01:16:53.949816,2.68742,2.686,69
1,2004-02-29 01:17:19.092664,2.68742,2.686,70
1,2004-02-29 01:17:48.876858,2.68742,2.686,70
1,2004-02-29 01:18:48.723718,2.67532,2.6858,69
1,2004-02-29 01:19:22.380010,2.68742,2.6858,69
1,2004-02-29 01:19:51.412409,2.67532,2.6857,70
1,2004-02-29 01:20:23.148733,2.67532,2.6855,70
1,2004-02-29 01:20:53.207999,2.67532,2.6853,70
1,2004-02-29 01:21:18.835082,2.67532,2.6852,71
1,2004-02-29 01:22:18.430433,2.68742,2.6852,70
1,2004-02-29 01:25:19.759819,2.68742,2.685,66
1,2004-02-29 01:26:19.774796,2.68742,2.685,66
1,2004-02-29 01:27:22.251285,2.68742,2.685,66
1,2004-02-29 01:27:51.111924,2.67532,2.6849,66
1,2004-02-29 01:29:23.169859,2.68742,2.6848,65
1,2004-02-29 01:29:53.660788,2.68742,2.6848,65
1,2004-02-29 01:30:23.249360,2.67532,2.6846,65
1,2004-02-29 01:31:52.451224,2.67532,2.6844,65
1,2004-02-29 01:32:21.024741,2.67532,2.6843,66
1,2004-02-29 01:32:48.575055,2.68742,2.6844,67
1,2004-02-29 01:33:19.993517,2.67532,2.6842,67
1,2004-02-29 01:34:53.346751,2.68742,2.6841,66
1,2004-02-29 01:35:49.310438,2.68742,2.6841,65
1,2004-02-29 01:36:50.770720,2.67532,2.6838,64
1,2004-02-29 01:38:19.155645,2.67532,2.6837,65
1,2004-02-29 01:38:53.396897,2.67532,2.6835,65
1,2004-02-29 01:39:18.460415,2.68742,2.6836,66
1,2004-02-29 01:39:49.275607,2.68742,2.6836,66
1,2004-02-29 01:40:20.409737,2.68742,2.6836,67
1,2004-02-29 01:40:53.223116,2.68742,2.6837,68
1,2004-02-29 01:41:49.665591,2.68742,2.6838,67
1,2004-02-29 01:44:19.299842,2.67532,2.6836,66
1,2004-02-29 01:45:19.818719,2.68742,2.6836,67
1,2004-02-29 01:47:18.402883,2.67532,2.6836,66
1,2004-02-29 01:48:18.404600,2.67532,2.6834,67
1,2004-02-29 01:49:20.931608,2.67532,2.6833,67
1,2004-02-29 01:49:49.811114,2.67532,2.6832,68
1,2004-02-29 01:51:22.385002,2.68742,2.6832,69
1,2004-02-29 01:51:50.946661,2.67532,2.6831,70
1,2004-02-29 01:52:18.412098,2.67532,2.683,71
1,2004-02-29 01:52:52.524968,2.67532,2.683,71
1,2004-02-29 01:53:22.939982,2.67532,2.6829,72
1,2004-02-29 01:54:48.857528,2.68742,2.683,71
1,2004-02-29 01:55:21.128659,2.67532,2.6828,70
1,2004-02-29 01:56:49.922691,2.68742,2.6827,69
1,2004-02-29 01:57:49.289116,2.68742,2.6827,69
1,2004-02-29 01:58:21.084812,2.68742,2.6827,69
1,2004-02-29 02:00:49.424491,2.67532,2.6823,66
1,2004-02-29 02:01:21.414120,2.67532,2.6823,66
1,2004-02-29 02:01:49.891947,2.67532,2.6822,67
1,2004-02-29 02:02:51.554053,2.67532,2.6821,66
1,2004-02-29 02:04:19.923930,2.68742,2.682,65
1,2004-02-29 02:04:48.812389,2.66332,2.6817,65
1,2004-02-29 02:05:50.830181,2.67532,2.6814,64
1,2004-02-29 02:06:19.574211,2.67532,2.6812,64
1,2004-02-29 02:06:50.322253,2.67532,2.6811,65
1,2004-02-29 02:07:20.695234,2.67532,2.681,66
1,2004-02-29 02:07:54.577034,2.67532,2.6808,66
1,2004-02-29 02:08:22.279798,2.68742,2.6809,67
1,2004-02-29 02:08:55.178506,2.67532,2.681,66
1,2004-02-29 02:09:21.105061,2.67532,2.6809,67
1,2004-02-29 02:10:20.713822,2.67532,2.6807,67
1,2004-02-29 02:10:48.880599,2.67532,2.6807,68
1,2004-02-29 02:11:18.338134,2.67532,2.6806,69
1,2004-02-29 02:11:48.846060,2.67532,2.6804,69
1,2004-02-29 02:12:20.103494,2.67532,2.6803,70
1,2004-02-29 02:12:48.338627,2.67532,2.6803,70
1,2004-02-29 02:13:21.287491,2.68742,2.6803,70
1,2004-02-29 02:13:53.109369,2.67532,2.6803,71
1,2004-02-29 02:14:50.011619,2.67532,2.6802,72
1,2004-02-29 02:15:49.395885,2.67532,2.68,72
1,2004-02-29 02:16:52.052781,2.67532,2.6797,72
1,2004-02-29 02:17:18.869067,2.67532,2.6795,72
1,2004-02-29 02:17:50.943293,2.67532,2.6792,71
1,2004-02-29 02:18:52.339579,2.68742,2.6794,71
1,2004-02-29 02:19:48.498861,2.67532,2.6792,71
1,2004-02-29 02:20:20.509914,2.67532,2.6792,71
1,2004-02-29 02:21:19.461923,2.67532,2.6794,69
1,2004-02-29 02:21:50.467418,2.67532,2.6793,70
1,2004-02-29 02:22:19.459642,2.67532,2.6791,70
1,2004-02-29 02:22:48.830903,2.67532,2.6791,71
1,2004-02-29 02:23:22.818027,2.67532,2.679,72
1,2004-02-29 02:24:20.795518,2.67532,2.679,73
1,2004-02-29 02:24:48.378731,2.67532,2.6789,74
1,2004-02-29 02:25:20.474033,2.67532,2.6788,74
1,2004-02-29 02:25:51.791230,2.67532,2.6787,75
1,2004-02-29 02:26:19.962211,2.67532,2.6785,75
1,2004-02-29 02:27:19.907176,2.67532,2.6785,76
1,2004-02-29 02:27:49.297161,2.67532,2.6783,76
1,2004-02-29 02:28:21.136379,2.67532,2.6783,76
1,2004-02-29 02:28:49.412238,2.67532,2.6783,77
1,2004-02-29 02:29:21.742951,2.67532,2.6783,78
1,2004-02-29 02:29:49.521584,2.67532,2.6781,78
1,2004-02-29 02:30:22.172412,2.67532,2.678,78
1,2004-02-29 02:30:49.691432,2.67532,2.678,78
1,2004-02-29 02:31:20.662471,2.67532,2.6779,79
1,2004-02-29 02:31:53.456371,2.67532,2.6779,79
1,2004-02-29 02:32:22.636589,2.67532,2.6779,79
1,2004-02-29 02:32:48.939065,2.67532,2.6778,79
1,2004-02-29 02:33:21.471103,2.67532,2.6778,79
1,2004-02-29 02:33:49.710570,2.67532,2.6777,80
1,2004-02-29 02:34:21.373224,2.68742,2.6779,81
1,2004-02-29 02:35:20.542573,2.67532,2.6777,81
1,2004-02-29 02:35:50.696961,2.67532,2.6776,81
1,2004-02-29 02:36:21.995526,2.67532,2.6775,82
1,2004-02-29 02:37:21.687822,2.67532,2.6775,82
1,2004-02-29 02:37:52.145869,2.67532,2.6775,83
1,2004-02-29 02:38:21.131396,2.67532,2.6775,83
1,2004-02-29 02:38:51.711436,2.67532,2.6775,84
1,2004-02-29 02:39:18.294453,2.67532,2.6775,84
1,2004-02-29 02:39:48.295749,2.68742,2.6775,84
1,2004-02-29 02:40:18.298945,2.67532,2.6773,84
1,2004-02-29 02:40:48.294835,2.67532,2.6772,84
1,2004-02-29 02:41:18.305641,2.67532,2.677,84
1,2004-02-29 02:41:53.689417,2.67532,2.6769,84
1,2004-02-29 02:42:18.687103,2.67532,2.6769,85
1,2004-02-29 02:42:48.451818,2.67532,2.6769,86
1,2004-02-29 02:43:19.186037,2.67532,2.6769,87
1,2004-02-29 02:44:21.499988,2.67532,2.6769,87
1,2004-02-29 02:44:52.420213,2.67532,2.6768,88
1,2004-02-29 02:45:20.724730,2.67532,2.6767,88
1,2004-02-29 02:45:49.062193,2.67532,2.6767,89
1,2004-02-29 02:47:19.009656,2.67532,2.6767,89
1,2004-02-29 02:47:51.786344,2.68742,2.6768,90
1,2004-02-29 02:49:19.771520,2.67532,2.6768,90
1,2004-02-29 02:49:49.208631,2.67532,2.6768,90
1,2004-02-29 02:50:21.660882,2.67532,2.6768,90
1,2004-02-29 02:52:53.387801,2.67532,2.6767,87
1,2004-02-29 02:54:48.467965,2.67532,2.6767,87
1,2004-02-29 02:55:19.353104,2.67532,2.6766,87
1,2004-02-29 02:55:48.657802,2.67532,2.6766,87
1,2004-02-29 02:57:49.067531,2.67532,2.6764,87
1,2004-02-29 02:58:50.543362,2.67532,2.6762,86
1,2004-02-29 02:59:52.133367,2.67532,2.6762,87
1,2004-02-29 03:00:18.513266,2.67532,2.6761,88
1,2004-02-29 03:00:50.312953,2.67532,2.6761,88
1,2004-02-29 03:01:18.476563,2.67532,2.6761,89
1,2004-02-29 03:01:52.557747,2.67532,2.6761,88
1,2004-02-29 03:02:19.358901,2.67532,2.6761,89
1,2004-02-29 03:02:53.217154,2.67532,2.6761,89
1,2004-02-29 03:03:49.563741,2.67532,2.6761,90
1,2004-02-29 03:05:18.484510,2.67532,2.6761,89
1,2004-02-29 03:05:48.589344,2.67532,2.6761,90
1,2004-02-29 03:07:19.094388,2.67532,2.6761,88
1,2004-02-29 03:08:52.281445,2.67532,2.676,86
1,2004-02-29 03:09:24.312394,2.67532,2.676,85
1,2004-02-29 03:10:20.881091,2.67532,2.676,85
1,2004-02-29 03:11:18.500319,2.67532,2.676,84
1,2004-02-29 03:11:50.635637,2.67532,2.676,84
1,2004-02-29 03:12:20.796561,2.68742,2.6762,84
1,2004-02-29 03:13:20.310399,2.67532,2.6762,84
1,2004-02-29 03:13:50.054654,2.67532,2.676,84
1,2004-02-29 03:14:23.560738,2.67532,2.676,84
1,2004-02-29 03:15:53.533827,2.67532,2.676,83
1,2004-02-29 03:16:25.514914,2.67532,2.676,84
1,2004-02-29 03:17:49.732916,2.67532,2.676,83
1,2004-02-29 03:18:19.081541,2.67532,2.676,83
1,2004-02-29 03:19:22.470958,2.67532,2.6759,83
1,2004-02-29 03:19:53.016038,2.67532,2.6759,83
1,2004-02-29 03:20:50.286741,2.67532,2.6759,83
1,2004-02-29 03:21:53.987464,2.67532,2.6759,82
1,2004-02-29 03:23:50.253750,2.67532,2.6759,80
1,2004-02-29 03:24:49.676036,2.67532,2.6759,79
1,2004-02-29 03:25:50.616426,2.67532,2.6759,79
1,2004-02-29 03:26:20.639290,2.67532,2.6759,78
1,2004-02-29 03:26:52.401391,2.67532,2.6759,79
1,2004-02-29 03:27:23.891963,2.67532,2.6759,79
1,2004-02-29 03:28:19.054306,2.67532,2.6759,79
1,2004-02-29 03:28:50.710389,2.67532,2.6759,78
1,2004-02-29 03:29:20.243316,2.67532,2.6759,79
1,2004-02-29 03:29:50.004326,2.67532,2.6759,78
1,2004-02-29 03:30:20.059181,2.67532,2.6759,79
1,2004-02-29 03:30:50.920888,2.67532,2.6759,78
1,2004-02-29 03:31:20.167330,2.68742,2.6761,79
1,2004-02-29 03:31:48.420891,2.67532,2.6761,79
1,2004-02-29 03:32:20.677555,2.67532,2.6761,79
1,2004-02-29 03:33:24.695124,2.67532,2.6761,77
1,2004-02-29 03:33:52.073635,2.67532,2.6761,77
1,2004-02-29 03:34:21.801701,2.67532,2.6759,77
1,2004-02-29 03:34:51.831272,2.67532,2.6759,78
1,2004-02-29 03:35:21.043719,2.66332,2.6758,78
1,2004-02-29 03:35:48.594026,2.67532,2.6758,79
1,2004-02-29 03:36:19.076212,2.67532,2.6758,79
1,2004-02-29 03:36:56.457808,2.67532,2.6758,79
1,2004-02-29 03:37:23.897920,2.67532,2.6758,79
1,2004-02-29 03:38:19.119813,2.67532,2.6758,79
1,2004-02-29 03:41:19.388708,2.67532,2.6757,73
1,2004-02-29 03:42:20.884497,2.67532,2.6757,72
1,2004-02-29 03:42:49.333880,2.67532,2.6757,72
1,2004-02-29 03:43:54.748385,2.67532,2.6757,72
1,2004-02-29 03:44:18.621490,2.67532,2.6757,73
1,2004-02-29 03:44:50.325906,2.66332,2.6755,73
1,2004-02-29 03:45:20.084173,2.67532,2.6755,73
1,2004-02-29 03:45:51.959731,2.67532,2.6755,72
1,2004-02-29 03:46:18.490452,2.67532,2.6755,73
1,2004-02-29 03:48:51.366037,2.67532,2.6753,72
1,2004-02-29 03:49:19.868453,2.67532,2.6753,72
1,2004-02-29 03:50:21.299253,2.67532,2.6753,72
1,2004-02-29 03:50:53.890050,2.67532,2.6753,72
1,2004-02-29 03:51:19.684963,2.67532,2.6753,73
1,2004-02-29 03:52:50.059568,2.67532,2.6753,74
1,2004-02-29 03:53:22.538994,2.67532,2.6753,74
1,2004-02-29 03:53:49.274350,2.67532,2.6753,75
1,2004-02-29 03:54:50.295661,2.67532,2.6753,75
1,2004-02-29 03:55:20.274706,2.66332,2.6752,75
1,2004-02-29 03:55:52.588307,2.67532,2.6752,75
1,2004-02-29 03:56:19.009914,2.67532,2.6752,76
1,2004-02-29 03:57:19.641161,2.67532,2.6752,77
1,2004-02-29 03:57:52.622645,2.67532,2.6752,77
1,2004-02-29 03:58:53.404714,2.67532,2.6752,77
1,2004-02-29 03:59:51.457330,2.66332,2.675,78
1,2004-02-29 04:00:23.055004,2.67532,2.675,77
1,2004-02-29 04:00:52.116040,2.67532,2.675,77
1,2004-02-29 04:01:19.597011,2.67532,2.675,77
1,2004-02-29 04:01:52.443214,2.67532,2.675,78
1,2004-02-29 04:02:22.554537,2.67532,2.675,77
1,2004-02-29 04:03:50.724974,2.67532,2.675,76
1,2004-02-29 04:05:24.518193,2.66332,2.6748,76
1,2004-02-29 04:06:20.243631,2.67532,2.6748,76
1,2004-02-29 04:06:49.122740,2.67532,2.6749,77
1,2004-02-29 04:07:21.954373,2.67532,2.6749,77
1,2004-02-29 04:07:54.300474,2.67532,2.6749,78
1,2004-02-29 04:08:21.361392,2.67532,2.6749,79
1,2004-02-29 04:08:48.530005,2.67532,2.6749,80
1,2004-02-29 04:09:24.746323,2.67532,2.6749,79
1,2004-02-29 04:10:20.389847,2.67532,2.6749,80
1,2004-02-29 04:10:50.830058,2.67532,2.6749,80
1,2004-02-29 04:11:48.530847,2.67532,2.6749,80
1,2004-02-29 04:12:23.904047,2.66332,2.6746,79
1,2004-02-29 04:12:54.353620,2.67532,2.6746,80
1,2004-02-29 04:13:50.157272,2.67532,2.6746,79
1,2004-02-29 04:14:23.146145,2.67532,2.6746,80
1,2004-02-29 04:15:54.706891,2.67532,2.6746,79
1,2004-02-29 04:16:18.546610,2.67532,2.6746,80
1,2004-02-29 04:18:18.548682,2.67532,2.6746,79
1,2004-02-29 04:18:48.553666,2.67532,2.6746,79
1,2004-02-29 04:19:22.673998,2.67532,2.6746,79
1,2004-02-29 04:20:19.669967,2.67532,2.6746,79
1,2004-02-29 04:21:55.604345,2.67532,2.6746,78
1,2004-02-29 04:22:18.560398,2.67532,2.6746,79
1,2004-02-29 04:23:18.558663,2.66332,2.6744,80
1,2004-02-29 04:24:19.206641,2.67532,2.6744,80
1,2004-02-29 04:25:51.459516,2.67532,2.6744,79
1,2004-02-29 04:26:20.402612,2.66332,2.6743,80
1,2004-02-29 04:26:52.803721,2.67532,2.6743,79
1,2004-02-29 04:27:18.594089,2.67532,2.6743,80
1,2004-02-29 04:27:51.481394,2.67532,2.6743,80
1,2004-02-29 04:28:18.624800,2.67532,2.6743,81
1,2004-02-29 04:29:21.554514,2.67532,2.6743,79
1,2004-02-29 04:29:51.645492,2.66332,2.6741,79
1,2004-02-29 04:31:21.242947,2.66332,2.6738,77
1,2004-02-29 04:32:19.717543,2.66332,2.6736,77
1,2004-02-29 04:32:48.590493,2.67532,2.6736,77
1,2004-02-29 04:33:19.782637,2.66332,2.6735,78
1,2004-02-29 04:34:22.189188,2.67532,2.6734,76
1,2004-02-29 04:34:53.937764,2.67532,2.6734,76
1,2004-02-29 04:35:19.298967,2.67532,2.6734,77
1,2004-02-29 04:36:19.823251,2.66332,2.6734,75
1,2004-02-29 04:38:20.888786,2.66332,2.6732,73
1,2004-02-29 04:38:51.951534,2.67532,2.6732,74
1,2004-02-29 04:39:51.119368,2.67532,2.6732,75
1,2004-02-29 04:40:24.929733,2.67532,2.6733,76
1,2004-02-29 04:41:21.351012,2.67532,2.6733,76
1,2004-02-29 04:41:53.054864,2.67532,2.6733,77
1,2004-02-29 04:42:19.903627,2.66332,2.6732,78
1,2004-02-29 04:42:49.337752,2.67532,2.6731,77
1,2004-02-29 04:43:22.727579,2.67532,2.6732,78
